tournament,date,series,court,surface,round,best_of,p1,p1_utr,p2,p2_utr,winner,rank1,rank2,pts1,pts2,odd1,odd2,score
Miami Open,3/28/2022,Masters 1000,Outdoor,Hard,3rd Round,3,Brooksby J.,15.79,Bautista Agut R.,15.65,Brooksby J.,39,17,1195,2375,1.66,2.2,6-3 5-7 6-4
Miami Open,3/28/2022,Masters 1000,Outdoor,Hard,3rd Round,3,Martinez P.,15.3,Medvedev D.,16.21,Medvedev D.,47,2,1077,8410,11.0,1.05,3-6 4-6
Miami Open,3/28/2022,Masters 1000,Outdoor,Hard,3rd Round,3,Hurkacz H.,15.75,Karatsev A.,15.6,Hurkacz H.,10,32,3513,1428,1.4,3.0,7-5 4-6 6-3
Miami Open,3/28/2022,Masters 1000,Outdoor,Hard,3rd Round,3,Nishioka Y.,14.99,Harris L.,15.47,Harris L.,96,44,705,1101,2.62,1.5,6-7 6-4 5-7
Miami Open,3/28/2022,Masters 1000,Outdoor,Hard,3rd Round,3,Alcaraz C.,16.1,Cilic M.,15.66,Alcaraz C.,16,23,2414,1785,1.22,4.33,6-4 6-4
Miami Open,3/28/2022,Masters 1000,Outdoor,Hard,3rd Round,3,Paul T.,15.57,Fritz T.,15.84,Fritz T.,37,13,1277,2920,2.2,1.66,6-7 4-6
Miami Open,3/28/2022,Masters 1000,Outdoor,Hard,3rd Round,3,Kecmanovic M.,15.41,Korda S.,15.69,Kecmanovic M.,48,38,1056,1269,1.72,2.1,7-6 6-3
Miami Open,3/29/2022,Masters 1000,Outdoor,Hard,3rd Round,3,De Minaur A.,15.53,Tsitsipas S.,15.97,Tsitsipas S.,28,5,1531,6070,3.2,1.36,4-6 3-6
Miami Open,3/29/2022,Masters 1000,Outdoor,Hard,4th Round,3,Ruud C.,15.78,Norrie C.,15.92,Ruud C.,8,12,3870,3395,1.57,2.37,6-3 6-4
Miami Open,3/29/2022,Masters 1000,Outdoor,Hard,4th Round,3,Kokkinakis T.,15.42,Zverev A.,16.1,Zverev A.,97,4,700,7025,4.5,1.2,4-6 4-6
Miami Open,3/29/2022,Masters 1000,Outdoor,Hard,4th Round,3,Sinner J.,15.9,Kyrgios N.,15.62,Sinner J.,11,102,3474,673,2.75,1.44,7-6 6-3
Miami Open,3/29/2022,Masters 1000,Outdoor,Hard,4th Round,3,Brooksby J.,15.79,Medvedev D.,16.21,Medvedev D.,39,2,1195,8410,5.0,1.16,5-7 1-6
Miami Open,3/29/2022,Masters 1000,Outdoor,Hard,4th Round,3,Cerundolo F.,14.98,Tiafoe F.,15.52,Cerundolo F.,103,31,668,1453,3.2,1.36,6-7 7-6 6-2
Miami Open,3/29/2022,Masters 1000,Outdoor,Hard,4th Round,3,Harris L.,15.47,Hurkacz H.,15.75,Hurkacz H.,44,10,1101,3513,3.5,1.3,6-7 2-6
Miami Open,3/30/2022,Masters 1000,Outdoor,Hard,4th Round,3,Alcaraz C.,16.1,Tsitsipas S.,15.97,Alcaraz C.,16,5,2414,6070,1.5,2.62,7-5 6-3
Miami Open,3/30/2022,Masters 1000,Outdoor,Hard,4th Round,3,Fritz T.,15.84,Kecmanovic M.,15.41,Kecmanovic M.,13,48,2920,1056,1.5,2.62,6-3 1-6 4-6
Miami Open,3/31/2022,Masters 1000,Outdoor,Hard,Quarterfinals,3,Ruud C.,15.78,Zverev A.,16.1,Ruud C.,8,4,3870,7025,3.5,1.3,6-3 1-6 6-3
Miami Open,3/31/2022,Masters 1000,Outdoor,Hard,Quarterfinals,3,Medvedev D.,16.21,Hurkacz H.,15.75,Hurkacz H.,2,10,8410,3513,1.25,4.0,6-7 3-6
Miami Open,4/1/2022,Masters 1000,Outdoor,Hard,Quarterfinals,3,Alcaraz C.,16.1,Kecmanovic M.,15.41,Alcaraz C.,16,48,2414,1056,1.16,5.0,6-7 6-3 7-6
Miami Open,4/1/2022,Masters 1000,Outdoor,Hard,Semifinals,3,Cerundolo F.,14.98,Ruud C.,15.78,Ruud C.,103,8,668,3870,5.5,1.14,4-6 1-6
Miami Open,4/2/2022,Masters 1000,Outdoor,Hard,Semifinals,3,Alcaraz C.,16.1,Hurkacz H.,15.75,Alcaraz C.,16,10,2414,3513,1.44,2.75,7-6 7-6
Miami Open,4/3/2022,Masters 1000,Outdoor,Hard,The Final,3,Ruud C.,15.78,Alcaraz C.,16.1,Alcaraz C.,8,16,3870,2414,3.4,1.33,5-7 4-6
U.S. Men's Clay Court Championships,4/5/2022,ATP250,Outdoor,Clay,1st Round,3,Thompson J.,14.82,Diez S.,14.08,Thompson J.,83,292,785,166,1.5,2.62,6-3 6-2
U.S. Men's Clay Court Championships,4/5/2022,ATP250,Outdoor,Clay,1st Round,3,Galan D.E.,UR,Querrey S.,15.08,Querrey S.,121,114,550,610,1.44,2.75,6-7 6-3 6-7
U.S. Men's Clay Court Championships,4/5/2022,ATP250,Outdoor,Clay,1st Round,3,Wolf J.J.,UR,Brooksby J.,15.81,Wolf J.J.,157,36,397,1271,3.75,1.28,6-4 6-4
U.S. Men's Clay Court Championships,4/5/2022,ATP250,Outdoor,Clay,1st Round,3,Kudla D.,15.11,Johnson S.,15.15,Johnson S.,81,108,795,637,2.3,1.61,3-6 6-4 4-6
U.S. Men's Clay Court Championships,4/5/2022,ATP250,Outdoor,Clay,1st Round,3,Brouwer G.,14.43,Lopez F.,UR,Brouwer G.,361,118,117,582,1.72,2.1,6-4 6-2
U.S. Men's Clay Court Championships,4/5/2022,ATP250,Outdoor,Clay,1st Round,3,Mcdonald M.,15.61,Kyrgios N.,15.8,Kyrgios N.,52,94,985,718,2.75,1.44,6-4 3-6 4-6
U.S. Men's Clay Court Championships,4/6/2022,ATP250,Outdoor,Clay,1st Round,3,Garin C.,15.23,Sock J.,15.28,Garin C.,29,138,1453,456,1.9,1.9,4-6 6-3 7-5
U.S. Men's Clay Court Championships,4/6/2022,ATP250,Outdoor,Clay,1st Round,3,Purcell M.,14.77,Cuevas P.,UR,Cuevas P.,164,105,360,662,2.75,1.44,6-7 3-6
U.S. Men's Clay Court Championships,4/6/2022,ATP250,Outdoor,Clay,1st Round,3,Tabilo A.,15.47,Harrison C.,14.55,Tabilo A.,100,271,690,258,1.22,4.33,6-1 6-4
U.S. Men's Clay Court Championships,4/6/2022,ATP250,Outdoor,Clay,1st Round,3,Giron M.,15.41,Tiafoe F.,15.56,Tiafoe F.,53,30,983,1453,2.5,1.53,4-6 4-6
U.S. Men's Clay Court Championships,4/6/2022,ATP250,Outdoor,Clay,2nd Round,3,Mmoh M.,14.71,Querrey S.,15.08,Mmoh M.,226,114,244,610,2.5,1.53,6-2 6-4
U.S. Men's Clay Court Championships,4/6/2022,ATP250,Outdoor,Clay,2nd Round,3,Paul T.,15.62,Kyrgios N.,15.8,Kyrgios N.,34,94,1298,718,2.3,1.61,4-6 2-6
U.S. Men's Clay Court Championships,4/7/2022,ATP250,Outdoor,Clay,2nd Round,3,Opelka R.,15.61,Krueger M.,14.83,Opelka R.,18,161,2225,383,1.36,3.2,3-6 6-2 6-4
U.S. Men's Clay Court Championships,4/7/2022,ATP250,Outdoor,Clay,2nd Round,3,Wolf J.J.,UR,Brouwer G.,14.43,Brouwer G.,157,361,397,117,1.33,3.4,1-6 1-6
U.S. Men's Clay Court Championships,4/7/2022,ATP250,Outdoor,Clay,2nd Round,3,Garin C.,15.23,Thompson J.,14.82,Garin C.,29,83,1453,785,1.36,3.2,3-6 6-3 6-3
U.S. Men's Clay Court Championships,4/7/2022,ATP250,Outdoor,Clay,2nd Round,3,Cuevas P.,UR,Tiafoe F.,15.56,Tiafoe F.,105,30,662,1453,3.0,1.4,7-5 5-7 6-7
U.S. Men's Clay Court Championships,4/8/2022,ATP250,Outdoor,Clay,2nd Round,3,Fritz T.,15.9,Tabilo A.,15.47,Fritz T.,13,100,2920,690,1.66,2.2,6-1 6-4
U.S. Men's Clay Court Championships,4/8/2022,ATP250,Outdoor,Clay,2nd Round,3,Johnson S.,15.15,Isner J.,UR,Isner J.,108,27,637,1556,2.2,1.66,7-6 6-7 3-6
U.S. Men's Clay Court Championships,4/8/2022,ATP250,Outdoor,Clay,Quarterfinals,3,Opelka R.,15.61,Brouwer G.,14.43,Opelka R.,18,361,2225,117,1.25,4.0,6-3 7-5
U.S. Men's Clay Court Championships,4/8/2022,ATP250,Outdoor,Clay,Quarterfinals,3,Fritz T.,15.9,Garin C.,15.23,Garin C.,13,29,2920,1453,1.3,3.5,2-6 7-6 3-6
U.S. Men's Clay Court Championships,4/9/2022,ATP250,Outdoor,Clay,Quarterfinals,3,Isner J.,UR,Tiafoe F.,15.56,Isner J.,27,30,1556,1453,1.9,1.9,6-4 2-6 6-3
U.S. Men's Clay Court Championships,4/9/2022,ATP250,Outdoor,Clay,Semifinals,3,Kyrgios N.,15.8,Opelka R.,15.61,Opelka R.,94,18,718,2225,1.53,2.5,3-6 5-7
U.S. Men's Clay Court Championships,4/9/2022,ATP250,Outdoor,Clay,Semifinals,3,Isner J.,UR,Garin C.,15.23,Isner J.,27,29,1556,1453,1.8,2.0,4-6 6-3 6-4
U.S. Men's Clay Court Championships,4/10/2022,ATP250,Outdoor,Clay,The Final,3,Isner J.,UR,Opelka R.,15.61,Opelka R.,27,18,1556,2225,2.3,1.61,3-6 6-7
Grand Prix Hassan II,4/5/2022,ATP250,Outdoor,Clay,1st Round,3,Djere L.,15.16,Lehecka J.,14.83,Djere L.,55,98,971,695,1.53,2.5,6-4 6-4
Grand Prix Hassan II,4/5/2022,ATP250,Outdoor,Clay,1st Round,3,Ramos-Vinolas A.,UR,Musetti L.,15.07,Musetti L.,33,82,1301,791,1.66,2.2,6-7 1-6
Grand Prix Hassan II,4/5/2022,ATP250,Outdoor,Clay,1st Round,3,Sousa J.,14.76,Delbonis F.,15.03,Sousa J.,90,35,755,1289,3.0,1.4,6-2 5-7 6-3
Grand Prix Hassan II,4/5/2022,ATP250,Outdoor,Clay,1st Round,3,Dellien H.,14.86,Van De Zandschulp B.,15.58,Van De Zandschulp B.,93,43,723,1131,2.1,1.72,3-6 6-3 4-6
Grand Prix Hassan II,4/5/2022,ATP250,Outdoor,Clay,1st Round,3,Gasquet R.,UR,Laaksonen H.,15.08,Gasquet R.,86,87,764,762,1.57,2.37,7-5 4-6 6-4
Grand Prix Hassan II,4/5/2022,ATP250,Outdoor,Clay,1st Round,3,Benchetrit E.,14.0,Auger-Aliassime F.,UR,Auger-Aliassime F.,436,9,86,3625,13.0,1.04,3-6 3-6
Grand Prix Hassan II,4/5/2022,ATP250,Outdoor,Clay,1st Round,3,Molcan A.,15.26,Travaglia S.,14.87,Molcan A.,65,112,893,614,1.5,2.62,6-0 6-4
Grand Prix Hassan II,4/5/2022,ATP250,Outdoor,Clay,1st Round,3,Davidovich Fokina A.,15.3,Coria F.,14.79,Coria F.,45,60,1105,906,1.44,2.75,5-7 6-3 4-6
Grand Prix Hassan II,4/5/2022,ATP250,Outdoor,Clay,1st Round,3,Andujar P.,UR,Evans D.,15.44,Andujar P.,73,26,852,1557,1.61,2.3,6-4 6-2
Grand Prix Hassan II,4/5/2022,ATP250,Outdoor,Clay,1st Round,3,Cecchinato M.,14.49,Carballes Baena R.,14.8,Carballes Baena R.,97,79,698,800,3.2,1.36,5-7 6-7
Grand Prix Hassan II,4/6/2022,ATP250,Outdoor,Clay,1st Round,3,Basic M.,14.31,Majchrzak K.,15.31,Basic M.,215,76,257,818,4.33,1.22,4-6 6-4 6-1
Grand Prix Hassan II,4/6/2022,ATP250,Outdoor,Clay,1st Round,3,Griekspoor T.,15.43,Kotov P.,14.78,Kotov P.,56,172,964,341,1.36,3.2,6-0 2-6 2-6
Grand Prix Hassan II,4/6/2022,ATP250,Outdoor,Clay,1st Round,3,Kopriva V.,14.56,Zapata Miralles B.,UR,Kopriva V.,165,123,356,540,2.1,1.72,6-1 6-4
Grand Prix Hassan II,4/6/2022,ATP250,Outdoor,Clay,1st Round,3,Dzumhur D.,14.86,Goffin D.,15.09,Goffin D.,145,74,440,843,2.62,1.5,2-6 6-7
Grand Prix Hassan II,4/6/2022,ATP250,Outdoor,Clay,2nd Round,3,Musetti L.,15.07,Taberner C.,14.92,Musetti L.,82,96,791,705,1.44,2.75,6-1 6-7 6-3
Grand Prix Hassan II,4/6/2022,ATP250,Outdoor,Clay,2nd Round,3,Jaziri M.,UR,Djere L.,15.16,Djere L.,329,55,134,971,7.0,1.1,4-6 2-6
Grand Prix Hassan II,4/7/2022,ATP250,Outdoor,Clay,2nd Round,3,Coria F.,14.79,Basic M.,14.31,Coria F.,60,215,906,257,1.28,3.75,6-4 6-2
Grand Prix Hassan II,4/7/2022,ATP250,Outdoor,Clay,2nd Round,3,Andujar P.,UR,Goffin D.,15.09,Goffin D.,73,74,852,843,1.61,2.3,7-5 6-7 3-6
Grand Prix Hassan II,4/7/2022,ATP250,Outdoor,Clay,2nd Round,3,Carballes Baena R.,14.8,Sousa J.,14.76,Carballes Baena R.,79,90,800,755,1.44,2.75,6-2 7-6
Grand Prix Hassan II,4/7/2022,ATP250,Outdoor,Clay,2nd Round,3,Kotov P.,14.78,Gasquet R.,UR,Gasquet R.,172,86,341,764,2.75,1.44,3-6 6-3 3-6
Grand Prix Hassan II,4/7/2022,ATP250,Outdoor,Clay,2nd Round,3,Van De Zandschulp B.,15.58,Kopriva V.,14.56,Van De Zandschulp B.,43,165,1131,356,1.4,3.0,6-2 6-4
Grand Prix Hassan II,4/7/2022,ATP250,Outdoor,Clay,2nd Round,3,Auger-Aliassime F.,UR,Molcan A.,15.26,Molcan A.,9,65,3625,893,1.28,3.75,4-6 6-2 6-7
Grand Prix Hassan II,4/8/2022,ATP250,Outdoor,Clay,Quarterfinals,3,Goffin D.,15.09,Carballes Baena R.,14.8,Goffin D.,74,79,843,800,1.66,2.2,6-7 6-4 6-0
Grand Prix Hassan II,4/8/2022,ATP250,Outdoor,Clay,Quarterfinals,3,Gasquet R.,UR,Coria F.,14.79,Coria F.,86,60,764,906,2.3,1.61,7-6 1-6 4-6
Grand Prix Hassan II,4/8/2022,ATP250,Outdoor,Clay,Quarterfinals,3,Djere L.,15.16,Musetti L.,15.07,Djere L.,55,82,971,791,2.1,1.72,6-3 6-2
Grand Prix Hassan II,4/8/2022,ATP250,Outdoor,Clay,Quarterfinals,3,Van De Zandschulp B.,15.58,Molcan A.,15.26,Molcan A.,43,65,1131,893,1.9,1.9,6-4 3-6 4-6
Grand Prix Hassan II,4/9/2022,ATP250,Outdoor,Clay,Semifinals,3,Goffin D.,15.09,Coria F.,14.79,Goffin D.,74,60,843,906,1.66,2.2,6-3 6-3
Grand Prix Hassan II,4/9/2022,ATP250,Outdoor,Clay,Semifinals,3,Djere L.,15.16,Molcan A.,15.26,Molcan A.,55,65,971,893,1.66,2.2,1-6 5-7
Grand Prix Hassan II,4/10/2022,ATP250,Outdoor,Clay,The Final,3,Goffin D.,15.09,Molcan A.,15.26,Goffin D.,74,65,843,893,2.0,1.8,3-6 6-3 6-3
Monte Carlo Masters,4/10/2022,Masters 1000,Outdoor,Clay,1st Round,3,Giron M.,15.41,Davidovich Fokina A.,15.3,Davidovich Fokina A.,54,46,983,1095,2.75,1.44,5-7 3-6
Monte Carlo Masters,4/10/2022,Masters 1000,Outdoor,Clay,1st Round,3,Fucsovics M.,15.62,Harris L.,15.47,Fucsovics M.,57,40,957,1166,1.5,2.62,6-4 6-7 6-1
Monte Carlo Masters,4/10/2022,Masters 1000,Outdoor,Clay,1st Round,3,Krajinovic F.,15.27,Lajovic D.,15.12,Lajovic D.,39,49,1171,1056,1.66,2.2,2-6 6-7
Monte Carlo Masters,4/11/2022,Masters 1000,Outdoor,Clay,1st Round,3,Korda S.,15.79,Van De Zandschulp B.,15.59,Korda S.,42,41,1134,1161,1.66,2.2,7-5 6-4
Monte Carlo Masters,4/11/2022,Masters 1000,Outdoor,Clay,1st Round,3,Griekspoor T.,15.44,Ramos-Vinolas A.,UR,Ramos-Vinolas A.,58,37,957,1221,2.37,1.57,4-6 6-4 2-6
Monte Carlo Masters,4/11/2022,Masters 1000,Outdoor,Clay,1st Round,3,Fognini F.,15.43,Rinderknech A.,15.43,Fognini F.,32,59,1361,948,1.44,2.75,7-5 4-6 6-3
Monte Carlo Masters,4/11/2022,Masters 1000,Outdoor,Clay,1st Round,3,Khachanov K.,15.74,Schwartzman D.,15.6,Schwartzman D.,24,16,1588,2580,2.75,1.44,7-6 3-6 3-6
Monte Carlo Masters,4/11/2022,Masters 1000,Outdoor,Clay,1st Round,3,Delbonis F.,15.05,Munar J.,15.49,Delbonis F.,34,105,1279,663,3.5,1.3,6-4 3-6 6-4
Monte Carlo Masters,4/11/2022,Masters 1000,Outdoor,Clay,1st Round,3,Zapata Miralles B.,UR,De Minaur A.,15.58,De Minaur A.,123,25,535,1566,3.5,1.3,3-6 4-6
Monte Carlo Masters,4/11/2022,Masters 1000,Outdoor,Clay,1st Round,3,Bublik A.,15.34,Wawrinka S.,UR,Bublik A.,36,236,1238,232,1.44,2.75,3-6 7-5 6-2
Monte Carlo Masters,4/11/2022,Masters 1000,Outdoor,Clay,1st Round,3,Coric B.,15.43,Sinner J.,15.92,Sinner J.,198,12,294,3054,3.2,1.36,3-6 6-2 3-6
Monte Carlo Masters,4/11/2022,Masters 1000,Outdoor,Clay,1st Round,3,Carreno Busta P.,15.55,Baez S.,15.32,Carreno Busta P.,19,66,2015,893,1.44,2.75,6-4 4-6 6-2
Monte Carlo Masters,4/11/2022,Masters 1000,Outdoor,Clay,1st Round,3,Dellien H.,14.9,Hurkacz H.,15.87,Hurkacz H.,92,14,723,2873,3.0,1.4,5-7 4-6
Monte Carlo Masters,4/11/2022,Masters 1000,Outdoor,Clay,1st Round,3,Cilic M.,15.77,Tsonga J.W.,UR,Cilic M.,22,254,1740,206,1.22,4.33,6-2 6-2
Monte Carlo Masters,4/12/2022,Masters 1000,Outdoor,Clay,1st Round,3,Otte O.,15.23,Ruusuvuori E.,15.67,Ruusuvuori E.,72,81,854,797,2.2,1.66,4-6 3-6
Monte Carlo Masters,4/12/2022,Masters 1000,Outdoor,Clay,1st Round,3,Evans D.,15.47,Bonzi B.,15.37,Evans D.,27,63,1557,905,1.8,2.0,6-0 7-6
Monte Carlo Masters,4/12/2022,Masters 1000,Outdoor,Clay,1st Round,3,Ivashka I.,15.75,Sonego L.,15.44,Sonego L.,44,26,1109,1563,3.0,1.4,3-6 3-6
Monte Carlo Masters,4/12/2022,Masters 1000,Outdoor,Clay,1st Round,3,Martinez P.,15.4,Humbert U.,15.28,Martinez P.,45,48,1098,1078,1.4,3.0,6-4 7-6
Monte Carlo Masters,4/12/2022,Masters 1000,Outdoor,Clay,1st Round,3,Cressy M.,15.55,Djere L.,15.19,Djere L.,69,62,858,911,3.75,1.28,4-6 7-6 2-6
Monte Carlo Masters,4/12/2022,Masters 1000,Outdoor,Clay,1st Round,3,Fritz T.,15.95,Catarina L.,13.97,Fritz T.,13,430,2875,90,1.02,17.0,6-7 7-6 6-4
Monte Carlo Masters,4/12/2022,Masters 1000,Outdoor,Clay,1st Round,3,Paire B.,15.1,Musetti L.,15.14,Musetti L.,61,83,912,791,3.0,1.4,2-6 7-6 2-6
Monte Carlo Masters,4/12/2022,Masters 1000,Outdoor,Clay,1st Round,3,Goffin D.,15.11,Lehecka J.,14.83,Goffin D.,47,99,1093,690,1.66,2.2,6-4 6-3
Monte Carlo Masters,4/12/2022,Masters 1000,Outdoor,Clay,1st Round,3,Karatsev A.,15.68,Rune H.,15.12,Rune H.,30,79,1428,802,2.2,1.66,6-7 6-4 3-6
Monte Carlo Masters,4/12/2022,Masters 1000,Outdoor,Clay,2nd Round,3,Davidovich Fokina A.,15.33,Djokovic N.,16.38,Davidovich Fokina A.,46,1,1095,8420,5.0,1.16,6-3 6-7 6-1
Monte Carlo Masters,4/12/2022,Masters 1000,Outdoor,Clay,2nd Round,3,Fognini F.,15.43,Tsitsipas S.,15.91,Tsitsipas S.,32,5,1361,5980,3.75,1.28,3-6 0-6
Monte Carlo Masters,4/12/2022,Masters 1000,Outdoor,Clay,2nd Round,3,Dimitrov G.,15.62,Lajovic D.,15.14,Dimitrov G.,29,49,1458,1056,1.5,2.62,4-6 6-3 6-2
Monte Carlo Masters,4/13/2022,Masters 1000,Outdoor,Clay,2nd Round,3,Norrie C.,15.91,Ramos-Vinolas A.,UR,Ramos-Vinolas A.,10,37,3440,1221,1.66,2.2,4-6 6-2 4-6
Monte Carlo Masters,4/13/2022,Masters 1000,Outdoor,Clay,2nd Round,3,Korda S.,15.79,Alcaraz C.,16.22,Korda S.,42,11,1134,3320,4.33,1.22,7-6 6-7 6-3
Monte Carlo Masters,4/13/2022,Masters 1000,Outdoor,Clay,2nd Round,3,Sonego L.,15.44,Djere L.,15.19,Djere L.,26,62,1563,911,1.66,2.2,4-6 4-6
Monte Carlo Masters,4/13/2022,Masters 1000,Outdoor,Clay,2nd Round,3,Hurkacz H.,15.87,Martinez P.,15.4,Hurkacz H.,14,45,2873,1098,1.5,2.62,6-3 4-6 6-4
Monte Carlo Masters,4/13/2022,Masters 1000,Outdoor,Clay,2nd Round,3,Evans D.,15.47,Goffin D.,15.11,Goffin D.,27,47,1557,1093,2.2,1.66,6-7 2-6
Monte Carlo Masters,4/13/2022,Masters 1000,Outdoor,Clay,2nd Round,3,Fritz T.,15.95,Cilic M.,15.77,Fritz T.,13,22,2875,1740,2.37,1.57,6-3 4-6 6-4
Monte Carlo Masters,4/13/2022,Masters 1000,Outdoor,Clay,2nd Round,3,Rune H.,15.12,Ruud C.,15.88,Ruud C.,79,7,802,4380,5.0,1.16,6-7 5-7
Monte Carlo Masters,4/13/2022,Masters 1000,Outdoor,Clay,2nd Round,3,Schwartzman D.,15.6,Fucsovics M.,15.61,Schwartzman D.,16,57,2580,957,1.3,3.5,6-0 7-6
Monte Carlo Masters,4/13/2022,Masters 1000,Outdoor,Clay,2nd Round,3,Ruusuvuori E.,15.67,Sinner J.,15.92,Sinner J.,81,12,797,3054,3.5,1.3,5-7 3-6
Monte Carlo Masters,4/13/2022,Masters 1000,Outdoor,Clay,2nd Round,3,Musetti L.,15.14,Auger-Aliassime F.,UR,Musetti L.,83,9,791,3625,2.37,1.57,6-2 7-6
Monte Carlo Masters,4/13/2022,Masters 1000,Outdoor,Clay,2nd Round,3,De Minaur A.,15.58,Rublev A.,15.88,Rublev A.,25,8,1566,4375,3.5,1.3,6-2 1-6 4-6
Monte Carlo Masters,4/13/2022,Masters 1000,Outdoor,Clay,2nd Round,3,Zverev A.,16.13,Delbonis F.,15.05,Zverev A.,3,34,7195,1279,1.14,5.5,6-1 7-5
Monte Carlo Masters,4/14/2022,Masters 1000,Outdoor,Clay,3rd Round,3,Korda S.,15.79,Fritz T.,15.95,Fritz T.,42,13,1134,2875,1.66,2.2,6-7 5-7
Monte Carlo Masters,4/14/2022,Masters 1000,Outdoor,Clay,3rd Round,3,Dimitrov G.,15.62,Ruud C.,15.88,Dimitrov G.,29,7,1458,4380,4.5,1.2,6-3 7-5
Monte Carlo Masters,4/14/2022,Masters 1000,Outdoor,Clay,3rd Round,3,Goffin D.,15.11,Davidovich Fokina A.,15.33,Davidovich Fokina A.,47,46,1093,1095,1.72,2.1,4-6 1-6
Monte Carlo Masters,4/14/2022,Masters 1000,Outdoor,Clay,3rd Round,3,Schwartzman D.,15.6,Musetti L.,15.14,Schwartzman D.,16,83,2580,791,1.57,2.37,2-6 6-4 6-3
Monte Carlo Masters,4/14/2022,Masters 1000,Outdoor,Clay,3rd Round,3,Djere L.,15.19,Tsitsipas S.,15.91,Tsitsipas S.,62,5,911,5980,6.0,1.12,5-7 6-7
Monte Carlo Masters,4/14/2022,Masters 1000,Outdoor,Clay,3rd Round,3,Zverev A.,16.13,Carreno Busta P.,15.55,Zverev A.,3,19,7195,2015,1.3,3.5,6-2 7-5
Monte Carlo Masters,4/14/2022,Masters 1000,Outdoor,Clay,3rd Round,3,Ramos-Vinolas A.,UR,Hurkacz H.,15.87,Hurkacz H.,37,14,1221,2873,2.3,1.61,6-7 2-6
Monte Carlo Masters,4/14/2022,Masters 1000,Outdoor,Clay,3rd Round,3,Sinner J.,15.92,Rublev A.,15.88,Sinner J.,12,8,3054,4375,1.9,1.9,5-7 6-1 6-3
Monte Carlo Masters,4/15/2022,Masters 1000,Outdoor,Clay,Quarterfinals,3,Fritz T.,15.95,Davidovich Fokina A.,15.33,Davidovich Fokina A.,13,46,2875,1095,2.0,1.8,6-2 4-6 3-6
Monte Carlo Masters,4/15/2022,Masters 1000,Outdoor,Clay,Quarterfinals,3,Dimitrov G.,15.62,Hurkacz H.,15.87,Dimitrov G.,29,14,1458,2873,2.0,1.8,6-4 3-6 7-6
Monte Carlo Masters,4/15/2022,Masters 1000,Outdoor,Clay,Quarterfinals,3,Sinner J.,15.92,Zverev A.,16.13,Zverev A.,12,3,3054,7195,2.75,1.44,7-5 3-6 6-7
Monte Carlo Masters,4/15/2022,Masters 1000,Outdoor,Clay,Quarterfinals,3,Tsitsipas S.,15.91,Schwartzman D.,15.6,Tsitsipas S.,5,16,5980,2580,1.33,3.4,6-2 6-7 6-4
Monte Carlo Masters,4/16/2022,Masters 1000,Outdoor,Clay,Semifinals,3,Dimitrov G.,15.62,Davidovich Fokina A.,15.33,Davidovich Fokina A.,29,46,1458,1095,2.1,1.72,4-6 7-6 3-6
Monte Carlo Masters,4/16/2022,Masters 1000,Outdoor,Clay,Semifinals,3,Tsitsipas S.,15.91,Zverev A.,16.13,Tsitsipas S.,5,3,5980,7195,1.9,1.9,6-4 6-2
Monte Carlo Masters,4/17/2022,Masters 1000,Outdoor,Clay,The Final,3,Davidovich Fokina A.,15.33,Tsitsipas S.,15.91,Tsitsipas S.,46,5,1095,5980,4.33,1.22,3-6 6-7
Barcelona Open,4/18/2022,ATP500,Outdoor,Clay,1st Round,3,Kwon S.W.,UR,Paire B.,15.09,Kwon S.W.,71,60,858,912,2.1,1.72,6-4 6-4
Barcelona Open,4/18/2022,ATP500,Outdoor,Clay,1st Round,3,Giron M.,15.39,Coria F.,14.89,Coria F.,55,52,975,981,3.0,1.4,2-6 6-3 1-6
Barcelona Open,4/18/2022,ATP500,Outdoor,Clay,1st Round,3,Musetti L.,15.19,Baez S.,15.32,Musetti L.,66,3,871,4885,1.9,1.9,7-5 7-5
Barcelona Open,4/18/2022,ATP500,Outdoor,Clay,1st Round,3,Mannarino A.,15.44,Gerasimov E.,14.96,Gerasimov E.,68,155,869,402,2.5,1.53,6-2 3-6 4-6
Barcelona Open,4/18/2022,ATP500,Outdoor,Clay,1st Round,3,Nakashima B.,15.58,Alvarez Varona N.,14.07,Nakashima B.,81,285,790,173,1.33,3.4,7-6 6-3
Barcelona Open,4/18/2022,ATP500,Outdoor,Clay,1st Round,3,Grenier H.,14.58,Mcdonald M.,15.65,Mcdonald M.,156,51,399,985,3.75,1.28,7-6 1-6 6-7
Barcelona Open,4/18/2022,ATP500,Outdoor,Clay,1st Round,3,Ymer E.,14.87,Cressy M.,15.57,Ymer E.,135,69,478,866,1.44,2.75,6-3 6-0
Barcelona Open,4/18/2022,ATP500,Outdoor,Clay,1st Round,3,Moroni G.M.,UR,Munar J.,15.54,Munar J.,181,101,325,675,6.0,1.12,2-6 4-6
Barcelona Open,4/18/2022,ATP500,Outdoor,Clay,1st Round,3,Zapata Miralles B.,UR,Robredo T.,UR,Zapata Miralles B.,119,362,563,118,1.1,7.0,6-1 6-1
Barcelona Open,4/19/2022,ATP500,Outdoor,Clay,1st Round,3,Carballes Baena R.,14.84,Harris L.,15.51,Harris L.,96,40,710,1171,1.57,2.37,4-6 6-7
